request_type,headers,payload_size,response_time,ip_reputation,url,user_agent,anomaly_score,label
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.251.143; Content-Type: text/html,710.8637536052587,380.5964447755845,100.0,/login?q=bal,Mozilla/5.0,0.25945609100966627,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.151.115; Content-Type: application/x-www-form-urlencoded,271.2380968323175,95.42424700161168,62.86276747534174,/login?q=9t8y8y2,curl/8.5.0,0.8597938703268925,brute_force
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.144.127; Content-Type: application/json,248.98075080516037,199.24850857213664,60.41691734335242,/admin?q=vv3h007u36,Chrome/124.0,0.40147523184451683,normal
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.157.220; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,372.4781964288639,84.83159280304068,94.42950002032683,/index?q=8x248' OR '1'='1,Chrome/124.0,0.75,sql_injection
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.57.66; Content-Type: text/html,853.3264014062249,215.4072745687855,49.661972575999414,/search?q=vwb0bzq6i2z8yx,Mozilla/5.0,0.8,ddos
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.142.91; Content-Type: text/html,98.20344084142187,302.11916447784796,98.38914100451497,/search?q=vyvvfo,curl/8.5.0,0.23484442372646075,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.167.51; Content-Type: application/json,571.3856156990348,108.39201914830039,86.98994372336689,/search?q=3sqs1zzwila,curl/8.5.0,0.5583553936088694,normal
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.92.246; Content-Type: application/x-www-form-urlencoded,1446.9142602587988,617.1197413116952,80.1245427740239,/admin?q=pv2n1e3el,Chrome/124.0,0.7565944398190614,brute_force
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.249.146; Content-Type: text/html,1451.0185961430573,134.32564284972682,17.65514989912343,/login?q=edpxpb1,Chrome/124.0,0.15134068286489008,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.64.160; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,1024.7219896421266,560.0572566467808,39.05461252932878,/api/data?q=2ml4b8wqzh2' OR '1'='1,curl/8.5.0,0.8030272769148956,sql_injection
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.216.20; Content-Type: application/json; X-SQL-Test: ' OR '1'='1,739.191997009136,118.26120238016733,61.112783977091006,/login?q=jix' OR '1'='1,Chrome/124.0,0.8349399813149876,sql_injection
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.98.104; Content-Type: text/html,628.709649848657,470.41242120305236,55.21071527910425,/login?q=,curl/8.5.0,0.43292896637589884,normal
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.51.82; Content-Type: text/html,348.3623153089003,165.18146228353402,91.3493677766964,/index?q=8lyu,Chrome/124.0,0.24862495287326633,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.220.234; Content-Type: application/x-www-form-urlencoded,406.1435057858065,198.10873112306282,47.56864071285421,/search?q=lijqgmi0be2sha,curl/8.5.0,0.65,brute_force
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.90.201; Content-Type: text/html,1856.2663615015247,59.857660939398734,96.73694880102174,/api/data?q=cm1t1h,Mozilla/5.0,0.8,ddos
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.116.133; Content-Type: text/html,451.00116479718116,515.6063705630597,72.2218251532936,/admin?q=5upuk98strno,python-requests/2.31,0.8035215987566668,ddos
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.135.185; Content-Type: text/html,324.1348959953933,183.30203458199577,94.40772816202757,/admin?q=90qi6tm12m8,Mozilla/5.0,0.65,brute_force
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.145.223; Content-Type: application/x-www-form-urlencoded,271.7369898441591,57.2687933579927,100.0,/login?q=uzyv0m678a,Mozilla/5.0,0.688958332631214,brute_force
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.201.82; Content-Type: application/json,398.4676186580668,576.479278767961,75.63088382014008,/index?q=iamda5714hz7c,python-requests/2.31,0.43942144158524504,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.74.178; Content-Type: application/x-www-form-urlencoded,770.782621800361,404.91624178839555,74.15220331270378,/admin?q=7,curl/8.5.0,0.2968063924377721,normal
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.50.80; Content-Type: application/json,1239.4483896108777,261.1468569690292,100.0,/index?q=jqj,Mozilla/5.0,0.16051374311420605,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.248.150; Content-Type: application/x-www-form-urlencoded,737.0493725902191,44.668181017372625,100.0,/api/data?q=phddy,python-requests/2.31,0.0,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.21.148; Content-Type: text/html,1133.3522355253244,249.2537630023747,58.108216300784946,/login?q=lz7n,curl/8.5.0,0.8,ddos
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.25.35; Content-Type: application/json; X-SQL-Test: ' OR '1'='1,352.0951550343047,684.723027624882,65.0694582286619,/login?q=ov' OR '1'='1,curl/8.5.0,0.75,sql_injection
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.237.106; Content-Type: application/x-www-form-urlencoded; X-SQL-Test: ' OR '1'='1,268.3227805859211,163.32093893767725,73.18586016670226,/admin?q=r8oy1jqvzyqm' OR '1'='1,Chrome/124.0,0.7600328455610557,sql_injection
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.235.82; Content-Type: text/html,253.550160567678,92.85953675867152,69.91760199181616,/login?q=fz7f,Mozilla/5.0,0.4284686115904486,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.151.54; Content-Type: application/json,665.1975694188559,137.09352604579502,54.35017674363999,/api/data?q=49,Chrome/124.0,0.65,brute_force
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.135.25; Content-Type: application/x-www-form-urlencoded,234.47495686595386,198.6412614900072,81.28527996618746,/index?q=efzdst6tlaz,curl/8.5.0,0.28495101957785335,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.150.137; Content-Type: text/html,896.3075124540285,170.87257401902409,81.92070235810276,/index?q=btaiqik,python-requests/2.31,0.08780450152602648,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.149.59; Content-Type: application/json,44.8867243012727,125.21383984879466,100.0,/api/data?q=n38uesnz,curl/8.5.0,0.30021514276350686,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.22.62; Content-Type: application/x-www-form-urlencoded,430.24184501160244,132.0176221595166,100.0,/login?q=q6bnffcg,python-requests/2.31,0.23752857383714646,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.182.32; Content-Type: text/html,881.4829266691698,198.03217410507514,96.35988039622785,/admin?q=bjej6,curl/8.5.0,0.3242230235585158,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.75.172; Content-Type: text/html,1202.3808871390352,1427.5312976286118,46.65904726842688,/api/data?q=99z0etkjfhwzlz,Mozilla/5.0,0.8,ddos
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.240.91; Content-Type: application/x-www-form-urlencoded,2765.3423675228346,217.43056450364153,88.14416559746729,/search?q=2nvkwauz,curl/8.5.0,0.23252915554744075,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.201.179; Content-Type: application/json,691.5215415199289,208.75767264327774,97.35478796177371,/index?q=8yzkbgr07,python-requests/2.31,0.1117869760528171,normal
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.149.153; Content-Type: text/html,450.09321687947704,171.85805221012254,77.8243537954213,/index?q=,python-requests/2.31,0.35582392176678934,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.221.214; Content-Type: application/x-www-form-urlencoded,247.8627865425125,99.98866561540451,65.8866085487576,/api/data?q=s53223p,Chrome/124.0,1.0,brute_force
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.131.128; Content-Type: application/json,523.2876704917782,501.46205861319424,3.5162160737656762,/api/data?q=js76w15g2,Chrome/124.0,0.38691277887464437,normal
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.96.91; Content-Type: application/x-www-form-urlencoded,50.15983320948208,203.9877076963114,34.72873673985543,/search?q=5x,curl/8.5.0,0.3218840894544596,normal
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.73.6; Content-Type: application/json; X-SQL-Test: ' OR '1'='1,95.28397093222654,578.8474610230112,44.82276589234347,/index?q=s9' OR '1'='1,Mozilla/5.0,0.7889651886952576,sql_injection
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.4.36; Content-Type: text/html,389.43980304136534,46.08005874339068,98.47893932154192,/login?q=8,Chrome/124.0,0.1506003502520297,normal
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.208.13; Content-Type: application/json,417.0862370424943,194.22612829432177,97.58254705041304,/search?q=yivdz27wkfru,curl/8.5.0,0.65,brute_force
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.167.97; Content-Type: application/json,1223.4941153536843,189.50276531945428,5.544614258437704,/login?q=gjqz,Mozilla/5.0,0.06518001376363039,normal
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.148.10; Content-Type: application/x-www-form-urlencoded,223.965807269401,263.26699155378304,67.04005248634427,/admin?q=,python-requests/2.31,0.2220811744054404,normal
PUT,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.147.210; Content-Type: application/x-www-form-urlencoded,418.667672870173,291.8326519116271,67.04191443297523,/admin?q=q7izbiiqay,Mozilla/5.0,0.0,normal
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.46.11; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,634.9485416533811,394.87076958438365,55.138386296544454,/api/data?q=4uqwpfh' OR '1'='1,Mozilla/5.0,0.7995605820832031,sql_injection
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.71.241; Content-Type: application/x-www-form-urlencoded,901.9222451424926,355.48346500755923,73.34619135615,/index?q=4,curl/8.5.0,0.65,brute_force
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.217.182; Content-Type: application/x-www-form-urlencoded,1028.8507093395215,51.74106377617531,82.52583358793362,/admin?q=od2vym,curl/8.5.0,0.23332006574505693,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.61.244; Content-Type: application/json,336.55708095189686,213.02012495871,96.63700937663378,/admin?q=j3ytea3cn3drya,Mozilla/5.0,0.3834756425887186,normal
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.197.38; Content-Type: application/x-www-form-urlencoded,251.34167482768368,85.67011195917672,63.12190034132314,/api/data?q=m7ygdht2j7zcf,Mozilla/5.0,0.65,brute_force
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.61.144; Content-Type: application/x-www-form-urlencoded,879.2928850022613,891.8023075672845,81.7405197343876,/api/data?q=myidn,Mozilla/5.0,0.21630032466010257,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.186.225; Content-Type: application/x-www-form-urlencoded,87.24383539921988,173.25093029348028,25.953406449006536,/api/data?q=zrfm,Chrome/124.0,0.2760101993730256,normal
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.90.204; Content-Type: application/json,426.22318614008833,206.7787986430763,95.76183551089574,/login?q=xsp16,python-requests/2.31,0.4797504850996211,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.137.159; Content-Type: application/x-www-form-urlencoded,1067.8133111299967,456.09241250681106,54.2620862987729,/index?q=4r9bnm2lb5m0q,Chrome/124.0,0.8560308892335493,ddos
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.62.155; Content-Type: application/x-www-form-urlencoded,464.19267460566454,167.65212796834908,74.74302208895145,/index?q=vdt59d0qlvqj,curl/8.5.0,0.19303694438879004,normal
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.138.32; Content-Type: text/html,382.79988899636356,122.19919657727408,100.0,/api/data?q=wz772dq8mo,python-requests/2.31,0.0,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.46.207; Content-Type: application/json,1499.5212122407443,432.3543910425043,55.89803423158179,/api/data?q=fse,python-requests/2.31,0.8,ddos
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.235.207; Content-Type: application/x-www-form-urlencoded,174.350213624651,108.84904204804269,53.271972972183924,/admin?q=yq2ho0gc2xcto,Mozilla/5.0,0.012269086371433396,normal
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.244.116; Content-Type: text/html,1293.5145931456698,112.44867493000021,100.0,/api/data?q=qhur3r45ky6h,python-requests/2.31,0.08887513880484464,normal
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.201.167; Content-Type: text/html,494.48627447143014,226.28949667920583,47.20513778121608,/admin?q=,curl/8.5.0,0.0,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.105.118; Content-Type: application/json,466.0593528704044,81.4999906936311,62.97249267785113,/api/data?q=cfifi45lhh1t,curl/8.5.0,0.3483324105963527,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.187.105; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,1095.279623856815,218.27332084178482,93.7536367749708,/api/data?q=l' OR '1'='1,python-requests/2.31,1.0,sql_injection
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.197.145; Content-Type: application/x-www-form-urlencoded; X-SQL-Test: ' OR '1'='1,388.86303071458093,78.97570123553496,56.7675440613445,/index?q=c1j82o6' OR '1'='1,python-requests/2.31,0.75,sql_injection
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.176.178; Content-Type: application/json,1078.5654390253615,160.38434915308363,70.7149194179586,/admin?q=79bo79flc,Mozilla/5.0,0.4370348881026232,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.1.118; Content-Type: application/json,294.7465684535627,267.79750488726415,56.2423711538645,/index?q=nytbf,Mozilla/5.0,0.09925649480929229,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.46.30; Content-Type: application/x-www-form-urlencoded,1025.0060846729577,157.65674608947828,29.538554157993104,/search?q=np,curl/8.5.0,0.431900622140019,normal
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.27.120; Content-Type: application/x-www-form-urlencoded,406.1638489417213,458.4653916865973,49.04031272205287,/index?q=l1oftnbitz2a8f,Mozilla/5.0,0.27809966308013134,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.225.216; Content-Type: text/html,519.8899559646019,90.96010967748295,100.0,/index?q=4wtwphua,python-requests/2.31,0.6680296994999018,brute_force
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.75.218; Content-Type: application/json; X-SQL-Test: ' OR '1'='1,1233.6467730163145,64.357797974487,74.59427836557605,/admin?q=' OR '1'='1,Mozilla/5.0,0.75,sql_injection
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.72.160; Content-Type: application/json,722.6617954021307,396.0008661782068,78.56069413053187,/login?q=im4kd7dsf7rm,Mozilla/5.0,0.03325620083919101,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.142.148; Content-Type: application/x-www-form-urlencoded,444.1063092815194,220.09181572935722,42.59312282761995,/admin?q=y658zk8hnjbi,python-requests/2.31,0.0,normal
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.206.43; Content-Type: application/x-www-form-urlencoded,22.30451298655704,806.2418519550689,35.2606883309101,/api/data?q=fuwpoy,Chrome/124.0,0.0,normal
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.26.156; Content-Type: application/x-www-form-urlencoded,417.0664247445781,51.46784845516218,81.5424229531053,/admin?q=hp,curl/8.5.0,1.0,brute_force
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.55.240; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,885.8277480900445,189.8901428377363,56.4919454215628,/index?q=9tdgamvuv' OR '1'='1,Chrome/124.0,0.777031106224527,sql_injection
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.36.67; Content-Type: text/html,191.69735206978558,283.47954393992836,77.91855147011094,/api/data?q=jyr,python-requests/2.31,0.4264493687594061,normal
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.175.36; Content-Type: application/x-www-form-urlencoded; X-SQL-Test: ' OR '1'='1,245.39060691694883,163.67317280102185,100.0,/api/data?q=g5kjinmyb8g' OR '1'='1,Mozilla/5.0,0.75,sql_injection
POST,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.108.237; Content-Type: application/json; X-SQL-Test: ' OR '1'='1,2060.6332351324622,125.91282111397598,84.22457697963188,/login?q=cih' OR '1'='1,Mozilla/5.0,0.9442594934692806,sql_injection
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.229.199; Content-Type: text/html,199.35088857500307,726.2485437003912,74.90418863946822,/api/data?q=cvfbw,Chrome/124.0,0.10971691831981498,normal
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.207.105; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,693.3635847602594,218.08726557302052,100.0,/login?q=plqplh' OR '1'='1,Chrome/124.0,0.8041609478418056,sql_injection
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.199.230; Content-Type: application/json,320.413896279152,211.52308893534877,89.50195449291456,/index?q=7n96wbub0ia,python-requests/2.31,0.5478994309972541,normal
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.243.233; Content-Type: application/x-www-form-urlencoded,801.9898969391917,479.59211121626134,100.0,/login?q=r83x3nfcp,python-requests/2.31,0.8,ddos
GET,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.13.64; Content-Type: text/html,499.3997320466884,331.8818786170573,73.00564083585533,/index?q=c8f,Mozilla/5.0,0.0,normal
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.19.145; Content-Type: application/json; X-SQL-Test: ' OR '1'='1,588.2037974001977,208.90516306731976,83.24231885891827,/admin?q=f52bws4es7jybk' OR '1'='1,curl/8.5.0,0.75,sql_injection
DELETE,User-Agent: python-requests/2.31; Accept: application/json; X-Forwarded-For: 192.168.79.143; Content-Type: application/json,289.0742970058781,63.502967178361104,63.49148773195597,/admin?q=q29,Chrome/124.0,0.09363104226471311,normal
POST,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.198.228; Content-Type: application/json,1091.1728043928192,325.34094167840095,94.73423595705329,/index?q=b0uoujweamuzu,Mozilla/5.0,0.8,ddos
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.25.253; Content-Type: text/html,91.7395252465239,95.09645772408547,50.94396344676045,/admin?q=r822umqiab2,Mozilla/5.0,0.8,ddos
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.78.144; Content-Type: application/x-www-form-urlencoded,597.6968315063573,550.193949418654,82.71670623967839,/index?q=e5,Chrome/124.0,0.8,ddos
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.57.158; Content-Type: text/html,43.12093167496596,421.6255083264846,84.38424067980938,/admin?q=osg1ee35hj,curl/8.5.0,0.20150349533633807,normal
DELETE,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.35.125; Content-Type: text/html,317.9187918574777,397.39347731821624,51.08012278576348,/login?q=yju9l0bm,Mozilla/5.0,0.012111648145175652,normal
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.249.216; Content-Type: text/html,296.59695145294296,94.75212444218214,78.98023501144603,/admin?q=tu5u853lrumuh,curl/8.5.0,0.65,brute_force
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.209.1; Content-Type: application/json; X-XSS-Test: <img src=x onerror=alert(1)>,59.65270832318389,178.08045687317392,60.88831843699428,/index?q=04owxmv6csw23y<script>alert('x')</script>,Chrome/124.0,0.7441787113680783,xss
DELETE,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.45.230; Content-Type: application/x-www-form-urlencoded,86.19254602923802,169.33444551106047,48.73698864476749,/api/data?q=m,Mozilla/5.0,0.23909942497256112,normal
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.74.143; Content-Type: application/x-www-form-urlencoded,130.08554659474825,252.4220979539821,77.98332974233465,/api/data?q=ddtj,Chrome/124.0,0.3240491583675977,normal
POST,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.172.19; Content-Type: application/json,877.0069409337589,589.8322059331141,51.227361255497144,/admin?q=ncxpdx73rs4s,Mozilla/5.0,0.0,normal
PUT,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.172.227; Content-Type: text/html; X-SQL-Test: ' OR '1'='1,1632.0237106277173,427.46807998078623,53.76836054810189,/login?q=6r1k6q' OR '1'='1,curl/8.5.0,0.75,sql_injection
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.49.2; Content-Type: application/json; X-SQL-Test: ' OR '1'='1,1845.6422621002066,362.7173061567909,91.8928965600245,/api/data?q=' OR '1'='1,curl/8.5.0,0.75,sql_injection
GET,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.4.99; Content-Type: text/html,160.65728192672884,220.58877121239584,37.477456087146855,/search?q=8ax,Mozilla/5.0,0.8,ddos
GET,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.151.107; Content-Type: text/html,249.8770758329388,81.77572858501037,77.54479749548665,/admin?q=81njpp,curl/8.5.0,0.2530224358923,normal
GET,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.218.6; Content-Type: text/html,548.5504742198235,196.70802185939274,51.319708021304415,/search?q=ktxoguz,Chrome/124.0,0.2152466431534265,normal
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.139.248; Content-Type: application/json; X-XSS-Test: <img src=x onerror=alert(1)>,177.42508159976992,72.58376686779994,84.17638793470257,/login?q=<script>alert('x')</script>,curl/8.5.0,0.7699644973650289,xss
PUT,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.176.16; Content-Type: text/html; X-XSS-Test: <img src=x onerror=alert(1)>,486.32275511574,232.7089435711316,98.71593373571788,/search?q=<script>alert('x')</script>,curl/8.5.0,0.7,xss
POST,User-Agent: Chrome/124.0; Accept: application/json; X-Forwarded-For: 192.168.87.238; Content-Type: text/html,561.3419597519149,170.4699809582171,66.45760809880942,/admin?q=j85gutzdvo,Chrome/124.0,0.44489787465456954,normal
PUT,User-Agent: Mozilla/5.0; Accept: application/json; X-Forwarded-For: 192.168.41.243; Content-Type: application/x-www-form-urlencoded,405.60376690381645,149.19208850422092,82.78538752324884,/admin?q=yseklj,Chrome/124.0,0.33246646657207385,normal
DELETE,User-Agent: curl/8.5.0; Accept: application/json; X-Forwarded-For: 192.168.11.129; Content-Type: application/x-www-form-urlencoded,470.4555873770454,86.56019377183341,41.902463328372676,/api/data?q=c061ah5d3fs5,Mozilla/5.0,0.0,normal
